BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Queens,02 TWO FAMILY DWELLINGS,0,1143,150000,4000,2
Queens,03 THREE FAMILY DWELLINGS,0,2256,325000,3872,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,2600,485000,2000,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,3570,525000,4000,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,2733,508356,8000,4
Queens,14 RENTALS - 4-10 UNIT,1,3600,575000,2000,3
Queens,14 RENTALS - 4-10 UNIT,2,2840,450000,1900,2
Queens,22 STORE BUILDINGS,1,2046,350000,1548,0
Queens,22 STORE BUILDINGS,1,3090,400000,2190,0
Queens,22 STORE BUILDINGS,1,2268,420000,2268,1
Queens,22 STORE BUILDINGS,2,2962,770000,2310,2
Queens,22 STORE BUILDINGS,1,1200,150000,2048,0
Queens,22 STORE BUILDINGS,2,3000,2950000,11747,0
Queens,22 STORE BUILDINGS,1,688,390000,2132,0
Queens,01 ONE FAMILY DWELLINGS,0,1120,1040000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,952,1020000,1750,1
Queens,01 ONE FAMILY DWELLINGS,0,952,1025000,1393,1
Queens,01 ONE FAMILY DWELLINGS,0,972,975000,1655,1
Queens,01 ONE FAMILY DWELLINGS,0,1460,390000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1012,855000,1742,1
Queens,01 ONE FAMILY DWELLINGS,1,2322,1458800,1758,1
Queens,01 ONE FAMILY DWELLINGS,0,960,985000,1317,1
Queens,01 ONE FAMILY DWELLINGS,0,960,1050000,1317,1
Queens,01 ONE FAMILY DWELLINGS,0,1520,690000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1656,820000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,749950,1767,1
Queens,01 ONE FAMILY DWELLINGS,0,1750,900000,1890,1
Queens,01 ONE FAMILY DWELLINGS,0,1360,770000,1180,1
Queens,01 ONE FAMILY DWELLINGS,0,1305,200000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1328,570000,1900,1
Queens,02 TWO FAMILY DWELLINGS,0,1916,1245000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1830,1260000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1568,1375000,2250,2
Queens,02 TWO FAMILY DWELLINGS,0,2128,362500,2960,2
Queens,02 TWO FAMILY DWELLINGS,0,1500,1095000,2375,2
Queens,02 TWO FAMILY DWELLINGS,1,3600,1628000,1858,2
Queens,02 TWO FAMILY DWELLINGS,0,1400,1600000,1567,2
Queens,02 TWO FAMILY DWELLINGS,0,1618,1440000,2660,2
Queens,02 TWO FAMILY DWELLINGS,0,1400,400000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,1568,640000,2800,2
Queens,02 TWO FAMILY DWELLINGS,0,2338,1615000,2442,2
Queens,02 TWO FAMILY DWELLINGS,1,2268,925000,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,3024,1495000,2500,2
Queens,02 TWO FAMILY DWELLINGS,1,2200,1350000,1594,2
Queens,02 TWO FAMILY DWELLINGS,0,1440,900000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1796,1210000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,3300,400000,2340,2
Queens,02 TWO FAMILY DWELLINGS,0,1634,425000,2100,2
Queens,02 TWO FAMILY DWELLINGS,0,1634,978000,2100,2
Queens,02 TWO FAMILY DWELLINGS,0,1511,997990,2400,2
Queens,02 TWO FAMILY DWELLINGS,0,1696,891000,1280,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,985000,1710,2
Queens,02 TWO FAMILY DWELLINGS,0,1676,510000,1710,2
Queens,02 TWO FAMILY DWELLINGS,0,1676,730000,1710,2
Queens,02 TWO FAMILY DWELLINGS,0,2280,1545000,3279,2
Queens,02 TWO FAMILY DWELLINGS,0,1500,985000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1530,780000,2525,2
Queens,02 TWO FAMILY DWELLINGS,0,1792,1490000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1632,1120000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1592,500000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1592,625000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1280,825000,2008,2
Queens,02 TWO FAMILY DWELLINGS,0,1637,985000,1900,2
Queens,03 THREE FAMILY DWELLINGS,0,2125,1540000,2439,3
Queens,03 THREE FAMILY DWELLINGS,0,2112,1900000,3148,3
Queens,03 THREE FAMILY DWELLINGS,0,2140,1450000,4305,3
Queens,03 THREE FAMILY DWELLINGS,0,3024,1500000,2508,3
Queens,03 THREE FAMILY DWELLINGS,0,2090,999500,2333,3
Queens,03 THREE FAMILY DWELLINGS,0,2902,1415000,2275,3
Queens,03 THREE FAMILY DWELLINGS,0,1305,876000,2000,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,2992,1330000,2359,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,5265,2400000,2915,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,3200,1339325,2000,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,5280,238780,2800,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,5280,286536,2800,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,5346,1200000,2750,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,3960,1935000,2500,6
Queens,14 RENTALS - 4-10 UNIT,1,3600,1415000,2375,5
Queens,26 OTHER HOTELS,2,4782,1400000,1900,0
Queens,27 FACTORIES,1,9536,3500000,9672,0
Queens,27 FACTORIES,1,4600,2125000,5650,0
Queens,29 COMMERCIAL GARAGES,1,4000,700000,4000,0
Queens,01 ONE FAMILY DWELLINGS,0,1584,720000,1476,1
Queens,01 ONE FAMILY DWELLINGS,0,1480,830000,2132,1
Queens,01 ONE FAMILY DWELLINGS,0,1831,805000,1955,1
Queens,01 ONE FAMILY DWELLINGS,0,1831,830000,1955,1
Queens,01 ONE FAMILY DWELLINGS,0,1831,750000,1950,1
Queens,01 ONE FAMILY DWELLINGS,0,1782,875000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,126838,3120,1
Queens,01 ONE FAMILY DWELLINGS,0,1782,815000,2842,1
Queens,01 ONE FAMILY DWELLINGS,0,1782,750000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,6569,2230227,11880,1
Queens,01 ONE FAMILY DWELLINGS,0,1992,1150000,4958,1
Queens,01 ONE FAMILY DWELLINGS,0,1750,1180000,6170,1
Queens,01 ONE FAMILY DWELLINGS,0,2182,1400000,8955,1
Queens,01 ONE FAMILY DWELLINGS,0,2369,157656,4010,1
Queens,01 ONE FAMILY DWELLINGS,0,2100,1425000,6732,1
Queens,01 ONE FAMILY DWELLINGS,0,2100,1350000,5130,1
Queens,01 ONE FAMILY DWELLINGS,0,1820,250000,4428,1
Queens,01 ONE FAMILY DWELLINGS,0,1420,1017500,6250,1
Queens,01 ONE FAMILY DWELLINGS,0,3927,1800000,7800,1
Queens,01 ONE FAMILY DWELLINGS,0,3088,1650000,11549,1
Queens,01 ONE FAMILY DWELLINGS,0,3088,1960000,11549,1
Queens,01 ONE FAMILY DWELLINGS,0,1466,925000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,2480,2100000,9301,1
Queens,01 ONE FAMILY DWELLINGS,0,3224,2375000,7150,1
Queens,01 ONE FAMILY DWELLINGS,0,2228,1880000,14000,1
Queens,01 ONE FAMILY DWELLINGS,0,1750,905000,3645,1
Queens,01 ONE FAMILY DWELLINGS,0,1656,1200000,7500,1
Queens,01 ONE FAMILY DWELLINGS,0,2134,1100000,4100,1
Queens,01 ONE FAMILY DWELLINGS,0,1638,887500,4100,1
Queens,01 ONE FAMILY DWELLINGS,0,1650,592000,4100,1
Queens,01 ONE FAMILY DWELLINGS,0,2010,900000,4100,1
Queens,01 ONE FAMILY DWELLINGS,0,1566,995000,4500,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,850000,5200,1
Queens,01 ONE FAMILY DWELLINGS,0,2052,969000,4600,1
Queens,01 ONE FAMILY DWELLINGS,0,1142,842500,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1341,790000,3804,1
Queens,01 ONE FAMILY DWELLINGS,0,1211,1080000,4880,1
Queens,01 ONE FAMILY DWELLINGS,0,1475,885000,3325,1
Queens,01 ONE FAMILY DWELLINGS,0,2095,1088000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1529,815000,3630,1
Queens,01 ONE FAMILY DWELLINGS,0,1529,805000,3630,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,890000,4400,1
Queens,01 ONE FAMILY DWELLINGS,0,1400,499900,7210,1
Queens,01 ONE FAMILY DWELLINGS,0,2184,1174000,3957,1
Queens,01 ONE FAMILY DWELLINGS,0,1712,980000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1151,868000,4040,1
Queens,01 ONE FAMILY DWELLINGS,0,1087,810000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1063,875000,4960,1
Queens,01 ONE FAMILY DWELLINGS,0,1368,935000,4101,1
Queens,01 ONE FAMILY DWELLINGS,0,1044,705000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,2736,1350000,4250,1
Queens,01 ONE FAMILY DWELLINGS,0,2184,878000,4784,1
Queens,01 ONE FAMILY DWELLINGS,0,3240,1200000,4659,1
Queens,01 ONE FAMILY DWELLINGS,0,2232,1900000,14396,1
Queens,01 ONE FAMILY DWELLINGS,0,3846,1345000,5041,1
Queens,01 ONE FAMILY DWELLINGS,0,2304,1365000,7605,1
Queens,01 ONE FAMILY DWELLINGS,0,1806,1230000,5170,1
Queens,01 ONE FAMILY DWELLINGS,0,3600,1370000,4967,1
Queens,01 ONE FAMILY DWELLINGS,0,1473,1262630,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,2084,960000,4650,1
Queens,01 ONE FAMILY DWELLINGS,0,990,750000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1512,935000,5529,1
Queens,01 ONE FAMILY DWELLINGS,0,3740,1430000,7500,1
Queens,01 ONE FAMILY DWELLINGS,0,3180,1237000,8323,1
Queens,01 ONE FAMILY DWELLINGS,0,3180,1400000,5250,1
Queens,01 ONE FAMILY DWELLINGS,0,1235,750000,6504,1
Queens,01 ONE FAMILY DWELLINGS,0,1188,680000,2483,1
Queens,01 ONE FAMILY DWELLINGS,0,928,550000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1144,795000,3690,1
Queens,01 ONE FAMILY DWELLINGS,0,3061,1175000,6421,1
Queens,01 ONE FAMILY DWELLINGS,0,1078,640000,4180,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,700000,2945,1
Queens,01 ONE FAMILY DWELLINGS,0,938,750000,3990,1
Queens,01 ONE FAMILY DWELLINGS,0,938,880000,4687,1
Queens,01 ONE FAMILY DWELLINGS,0,1644,985000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1820,1125000,4224,1
Queens,01 ONE FAMILY DWELLINGS,0,960,550000,1760,1
Queens,01 ONE FAMILY DWELLINGS,0,960,625000,1760,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,570000,1760,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,679000,2280,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,721000,2080,1
Queens,01 ONE FAMILY DWELLINGS,0,1482,820000,7500,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,690000,3770,1
Queens,01 ONE FAMILY DWELLINGS,0,928,760000,3625,1
Queens,01 ONE FAMILY DWELLINGS,0,1464,900000,5310,1
Queens,01 ONE FAMILY DWELLINGS,0,1300,860000,4320,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,835000,3697,1
Queens,01 ONE FAMILY DWELLINGS,0,1578,600000,3600,1
Queens,01 ONE FAMILY DWELLINGS,0,1485,950000,3500,1
Queens,01 ONE FAMILY DWELLINGS,0,1560,850000,4197,1
Queens,01 ONE FAMILY DWELLINGS,0,1188,740000,2795,1
Queens,01 ONE FAMILY DWELLINGS,1,2497,917500,2238,1
Queens,01 ONE FAMILY DWELLINGS,0,1133,750000,2670,1
Queens,01 ONE FAMILY DWELLINGS,0,1461,810000,2928,1
Queens,01 ONE FAMILY DWELLINGS,0,1314,357500,1975,1
Queens,01 ONE FAMILY DWELLINGS,0,1632,815000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1504,755000,2925,1
Queens,01 ONE FAMILY DWELLINGS,0,1150,775000,4550,1
Queens,01 ONE FAMILY DWELLINGS,0,1674,860000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1600,928000,3247,1
Queens,01 ONE FAMILY DWELLINGS,0,1300,905000,4400,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,680000,1072,1
Queens,01 ONE FAMILY DWELLINGS,0,1495,920000,3373,1
Queens,01 ONE FAMILY DWELLINGS,0,1495,889000,4685,1
Queens,01 ONE FAMILY DWELLINGS,0,1395,740000,1950,1
Queens,01 ONE FAMILY DWELLINGS,0,1354,700000,4411,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,840000,3325,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,800000,3325,1
Queens,01 ONE FAMILY DWELLINGS,0,1831,404000,3742,1
Queens,01 ONE FAMILY DWELLINGS,0,1408,935000,5000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,800000,3750,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,800000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1384,575000,2854,1
Queens,01 ONE FAMILY DWELLINGS,0,1384,185000,2575,1
Queens,01 ONE FAMILY DWELLINGS,0,1390,743000,2450,1
Queens,01 ONE FAMILY DWELLINGS,0,1514,852000,2835,1
Queens,01 ONE FAMILY DWELLINGS,0,1562,878500,3500,1
Queens,01 ONE FAMILY DWELLINGS,0,1436,850000,3300,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,660000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1172,676000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1380,750000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1445,890000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1850,999999,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1640,625000,2542,1
Queens,01 ONE FAMILY DWELLINGS,0,1640,875000,2700,1
Queens,01 ONE FAMILY DWELLINGS,0,1842,930000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1438,825000,2650,1
Queens,01 ONE FAMILY DWELLINGS,0,1552,900000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,992,680000,1520,1
Queens,01 ONE FAMILY DWELLINGS,0,1258,855000,1817,1
Queens,01 ONE FAMILY DWELLINGS,0,1258,770000,1791,1
Queens,01 ONE FAMILY DWELLINGS,0,1114,650000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1328,880000,5450,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,830000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1704,980000,3800,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,735000,2470,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,660000,2375,1
Queens,01 ONE FAMILY DWELLINGS,0,999,1018000,5120,1
Queens,01 ONE FAMILY DWELLINGS,0,999,900000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1408,908000,3400,1
Queens,01 ONE FAMILY DWELLINGS,0,1708,780000,3070,1
Queens,01 ONE FAMILY DWELLINGS,0,900,499000,3350,1
Queens,01 ONE FAMILY DWELLINGS,0,1480,999000,5500,1
Queens,01 ONE FAMILY DWELLINGS,0,1554,835000,2056,1
Queens,01 ONE FAMILY DWELLINGS,0,1292,740000,2250,1
Queens,01 ONE FAMILY DWELLINGS,0,1240,1325000,6000,1
Queens,01 ONE FAMILY DWELLINGS,0,1760,753000,3300,1
Queens,01 ONE FAMILY DWELLINGS,0,1032,838000,3807,1
Queens,01 ONE FAMILY DWELLINGS,0,1680,1538888,7250,1
Queens,01 ONE FAMILY DWELLINGS,0,2048,880000,4375,1
Queens,01 ONE FAMILY DWELLINGS,0,1476,615000,2055,1
Queens,01 ONE FAMILY DWELLINGS,0,1581,875000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1330,958888,4200,1
Queens,01 ONE FAMILY DWELLINGS,0,1853,642000,4200,1
Queens,01 ONE FAMILY DWELLINGS,0,1600,1118000,3160,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,850000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1122,880000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1175,381804,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,863000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1206,880000,3977,1
Queens,01 ONE FAMILY DWELLINGS,0,1702,950000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,985,750000,3977,1
Queens,01 ONE FAMILY DWELLINGS,0,985,979000,4022,1
Queens,01 ONE FAMILY DWELLINGS,0,1025,840000,3977,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,938000,4000,1
Queens,02 TWO FAMILY DWELLINGS,0,2895,1150000,3360,2
Queens,02 TWO FAMILY DWELLINGS,0,2895,1490000,3640,2
Queens,02 TWO FAMILY DWELLINGS,0,2895,1482000,3760,2
Queens,02 TWO FAMILY DWELLINGS,0,3388,1238000,5511,2
Queens,02 TWO FAMILY DWELLINGS,0,1596,918000,4446,2
Queens,02 TWO FAMILY DWELLINGS,0,1449,927000,4500,2
Queens,02 TWO FAMILY DWELLINGS,0,1810,535000,4147,2
Queens,02 TWO FAMILY DWELLINGS,0,1751,838000,4264,2
Queens,02 TWO FAMILY DWELLINGS,0,1566,830000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1952,990000,3210,2
Queens,02 TWO FAMILY DWELLINGS,0,2304,1385000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1723,1370000,6100,2
Queens,02 TWO FAMILY DWELLINGS,0,2204,1410000,2598,2
Queens,02 TWO FAMILY DWELLINGS,0,1440,1580000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1958,935000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1848,1180000,3440,2
Queens,02 TWO FAMILY DWELLINGS,0,1392,162956,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2244,880000,2542,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,985000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2208,880000,2742,2
Queens,02 TWO FAMILY DWELLINGS,0,2208,1140000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1412,730000,1967,2
Queens,02 TWO FAMILY DWELLINGS,0,1680,1375000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1680,1400093,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,3176,950000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2786,980000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2337,1125000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,2300,1200000,3083,2
Queens,02 TWO FAMILY DWELLINGS,0,1404,785000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1840,1050000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2077,1160000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,3574,1230000,4165,2
Queens,02 TWO FAMILY DWELLINGS,0,3040,1820631,6161,2
Queens,02 TWO FAMILY DWELLINGS,0,3000,1654656,3675,2
Queens,02 TWO FAMILY DWELLINGS,0,1170,980000,4050,2
Queens,02 TWO FAMILY DWELLINGS,1,2397,1280000,4751,2
Queens,02 TWO FAMILY DWELLINGS,0,3401,1350000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1829,900000,3343,2
Queens,02 TWO FAMILY DWELLINGS,0,2640,230000,3348,2
Queens,02 TWO FAMILY DWELLINGS,0,2440,1080000,3360,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,1220000,5200,2
Queens,02 TWO FAMILY DWELLINGS,0,2394,700000,1319,2
Queens,02 TWO FAMILY DWELLINGS,0,1980,200000,2250,2
Queens,02 TWO FAMILY DWELLINGS,0,2200,1310000,2660,2
Queens,02 TWO FAMILY DWELLINGS,0,1504,998000,3588,2
Queens,02 TWO FAMILY DWELLINGS,0,1933,810000,1900,2
Queens,03 THREE FAMILY DWELLINGS,0,2112,997000,4000,3
Queens,03 THREE FAMILY DWELLINGS,0,3220,475000,3800,3
Queens,03 THREE FAMILY DWELLINGS,0,2836,990000,2550,3
Queens,03 THREE FAMILY DWELLINGS,0,2967,1400000,2900,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,2888,1285000,4560,4
Queens,22 STORE BUILDINGS,1,2475,735000,2500,0
Queens,29 COMMERCIAL GARAGES,1,800,280000,1296,0
Queens,01 ONE FAMILY DWELLINGS,0,1650,250000,1963,1
Queens,01 ONE FAMILY DWELLINGS,0,1872,543737,1675,1
Queens,01 ONE FAMILY DWELLINGS,0,1241,578000,2157,1
Queens,01 ONE FAMILY DWELLINGS,0,1662,325000,2523,1
Queens,01 ONE FAMILY DWELLINGS,0,4034,680000,5046,1
Queens,01 ONE FAMILY DWELLINGS,0,1592,685000,2160,1
Queens,01 ONE FAMILY DWELLINGS,0,1360,585000,2428,1
Queens,01 ONE FAMILY DWELLINGS,0,1236,559000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1362,406250,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1382,565000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1115,578000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1340,475000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1167,550000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,515000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1324,510000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,479000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1428,699500,2459,1
Queens,01 ONE FAMILY DWELLINGS,0,1408,290000,2538,1
Queens,01 ONE FAMILY DWELLINGS,0,2188,670000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1827,610000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1256,455000,1689,1
Queens,01 ONE FAMILY DWELLINGS,0,2520,780000,6000,1
Queens,01 ONE FAMILY DWELLINGS,0,1129,470000,1344,1
Queens,01 ONE FAMILY DWELLINGS,0,1592,580000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,2160,766000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1379,598000,2603,1
Queens,01 ONE FAMILY DWELLINGS,0,2128,608888,2250,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,380000,1373,1
Queens,01 ONE FAMILY DWELLINGS,0,1215,523000,1850,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,480000,2014,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,271000,1806,1
Queens,01 ONE FAMILY DWELLINGS,0,1200,355000,1720,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,367000,1868,1
Queens,01 ONE FAMILY DWELLINGS,0,1742,489000,2319,1
Queens,01 ONE FAMILY DWELLINGS,0,1328,530000,2522,1
Queens,01 ONE FAMILY DWELLINGS,0,1422,501000,2220,1
Queens,01 ONE FAMILY DWELLINGS,0,1422,510000,2220,1
Queens,01 ONE FAMILY DWELLINGS,0,1648,384000,2523,1
Queens,01 ONE FAMILY DWELLINGS,0,1648,600000,2523,1
Queens,01 ONE FAMILY DWELLINGS,0,1118,332000,1775,1
Queens,01 ONE FAMILY DWELLINGS,0,936,320000,1650,1
Queens,01 ONE FAMILY DWELLINGS,0,1208,425000,1581,1
Queens,01 ONE FAMILY DWELLINGS,0,1208,550000,1581,1
Queens,01 ONE FAMILY DWELLINGS,0,1308,485000,1573,1
Queens,01 ONE FAMILY DWELLINGS,0,1284,645000,4033,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,365917,1615,1
Queens,01 ONE FAMILY DWELLINGS,0,1684,630000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1428,334557,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,1691,579000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,502000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1356,375000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,430000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,558000,1640,1
Queens,01 ONE FAMILY DWELLINGS,0,1832,549000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1309,538800,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,440000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1194,510000,2420,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,568000,2017,1
Queens,01 ONE FAMILY DWELLINGS,0,1332,530000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1503,599000,2017,1
Queens,01 ONE FAMILY DWELLINGS,0,1503,590000,2017,1
Queens,01 ONE FAMILY DWELLINGS,0,1503,593000,2017,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,600000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1360,595000,1643,1
Queens,01 ONE FAMILY DWELLINGS,0,1096,440000,1650,1
Queens,01 ONE FAMILY DWELLINGS,0,1500,350000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,450000,1313,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,481000,1280,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,385000,1313,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,450000,1313,1
Queens,01 ONE FAMILY DWELLINGS,0,1800,640000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1753,430000,1867,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,389990,1320,1
Queens,01 ONE FAMILY DWELLINGS,0,1144,420000,2029,1
Queens,01 ONE FAMILY DWELLINGS,0,1614,410000,2420,1
Queens,01 ONE FAMILY DWELLINGS,0,1614,500000,2420,1
Queens,01 ONE FAMILY DWELLINGS,0,1614,515000,2420,1
Queens,01 ONE FAMILY DWELLINGS,0,1768,485000,2141,1
Queens,01 ONE FAMILY DWELLINGS,0,1768,575400,2107,1
Queens,01 ONE FAMILY DWELLINGS,1,2000,760000,2423,1
Queens,01 ONE FAMILY DWELLINGS,0,1694,430000,1987,1
Queens,01 ONE FAMILY DWELLINGS,0,1827,670000,1722,1
Queens,01 ONE FAMILY DWELLINGS,0,1827,510000,1810,1
Queens,01 ONE FAMILY DWELLINGS,0,1827,490000,1829,1
Queens,01 ONE FAMILY DWELLINGS,0,1333,560000,2509,1
Queens,01 ONE FAMILY DWELLINGS,0,1791,725000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1128,438000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,470000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,530000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,510000,1609,1
Queens,01 ONE FAMILY DWELLINGS,0,1140,454000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,515000,2415,1
Queens,01 ONE FAMILY DWELLINGS,0,1144,538000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1192,478500,2325,1
Queens,01 ONE FAMILY DWELLINGS,0,1161,225000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1161,250000,1600,1
