BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Brooklyn,44 CONDO PARKING,1,145,133000,145,0
Brooklyn,44 CONDO PARKING,1,145,1585000,145,0
Brooklyn,22 STORE BUILDINGS,1,504,380000,637,0
Brooklyn,22 STORE BUILDINGS,1,450,275000,600,0
Brooklyn,13 CONDOS - ELEVATOR APARTMENTS,0,614,572125,614,1
Brooklyn,13 CONDOS - ELEVATOR APARTMENTS,0,614,630000,614,1
Brooklyn,02 TWO FAMILY DWELLINGS,0,952,650000,665,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,952,718000,665,2
Brooklyn,12 CONDOS - WALKUP APARTMENTS,0,622,675000,622,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,864,754000,750,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,585,580000,345,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,558,180000,836,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,558,415000,836,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,576,265500,982,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,558,120000,836,1
Brooklyn,04 TAX CLASS 1 CONDOS,0,764,520000,764,1
Brooklyn,22 STORE BUILDINGS,1,610,1070000,610,0
Queens,04 TAX CLASS 1 CONDOS,0,860,450000,860,1
Queens,04 TAX CLASS 1 CONDOS,0,860,610950,860,1
Queens,04 TAX CLASS 1 CONDOS,0,960,415000,960,1
Queens,04 TAX CLASS 1 CONDOS,0,960,382500,960,1
Queens,04 TAX CLASS 1 CONDOS,0,960,415000,960,1
Queens,04 TAX CLASS 1 CONDOS,0,960,400000,960,1
Queens,04 TAX CLASS 1 CONDOS,0,960,870000,960,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,740,763687,740,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,600,706665,600,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,715,748413,715,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,660,729170,660,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,813581,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,717,823255,717,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,660,702592,660,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,717,720000,717,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,860421,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,875695,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,765,865512,765,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,726797,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,534,669499,534,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,553,714302,553,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,553,639461,553,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,541,659000,541,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,624,610950,624,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,610,681055,610,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,500,604950,500,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,499,696302,499,1
Queens,15 CONDOS - 2-10 UNIT RESIDENTIAL,0,604,656771,604,1
Queens,15 CONDOS - 2-10 UNIT RESIDENTIAL,0,604,655000,604,1
Queens,15 CONDOS - 2-10 UNIT RESIDENTIAL,0,604,666953,604,1
Queens,04 TAX CLASS 1 CONDOS,0,622,496860,622,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,802,430950,802,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,611,600767,611,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,695,702592,695,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,470,507000,470,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,611,629278,611,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,830,784052,830,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,720,722957,720,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,681,471510,681,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,802,753505,802,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,470,590585,470,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,611,707683,611,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,754,682228,754,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,513,580402,513,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,470,519307,470,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,789,931698,789,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,860421,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,865512,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,871576,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,885877,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,875695,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,914388,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,403,600000,403,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,818,963264,818,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,873900,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,776,948936,776,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,713,802114,713,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,777167,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,468,598464,468,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,668,817897,668,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,756,930045,756,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,782,945499,782,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,760,854554,760,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,785822,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,644,726254,644,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,782,944669,782,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,794,955360,794,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,955360,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,760,859645,760,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,698,783785,698,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,943,1286292,943,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1301056,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,943,1316839,943,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,980817,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,760,869318,760,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,787349,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,468,584208,468,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1306147,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,943,1342295,943,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,792440,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,943,1331604,943,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,756,966052,756,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,782,981835,782,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,1019510,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,698,804659,698,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,713,820951,713,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,816878,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,760,885101,760,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,698,809241,698,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,827570,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,794,1009328,794,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,698,814333,698,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,795,1077041,795,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,698,842844,698,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,713,858627,713,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,690,811278,690,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1199231,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,853026,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,863718,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,853536,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,2651256,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1913534,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1383534,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1065840,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,853026,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,868809,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1276109,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1401863,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1922189,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1377934,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,761,1484850,761,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,574,590585,574,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,591,549855,591,1
Queens,15 CONDOS - 2-10 UNIT RESIDENTIAL,0,585,288990,585,1
Queens,15 CONDOS - 2-10 UNIT RESIDENTIAL,0,530,253500,530,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,661,408000,661,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,872,590338,872,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,661,428000,661,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,745,510000,745,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,872,590000,872,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,759,540000,759,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,662,480000,662,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,661,490000,661,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,628,472930,628,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,745,549973,745,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,785,543000,785,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,903,738231,903,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,529,488748,529,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,693,593639,693,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,529,444132,529,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,529,444132,529,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,693,532544,693,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,529,441090,529,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,831,700556,831,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,693,582439,693,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,529,451230,529,1
Queens,01 ONE FAMILY DWELLINGS,0,938,440000,750,1
Queens,02 TWO FAMILY DWELLINGS,0,938,472000,623,2
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,608,670000,608,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,653,728048,653,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,647,722957,647,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,629,809508,629,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,600,815618,600,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,653,738231,653,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,647,733140,647,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,629,723975,629,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,600,709720,600,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,653,758596,653,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,647,753505,647,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,629,748413,629,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,600,758596,600,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,669,768778,669,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,684,768778,684,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,669,794235,669,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,684,789143,684,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,977,1272812,977,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,977,1221900,977,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,997,1323725,997,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,662,870603,662,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,799,1028432,799,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,799,1033523,799,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,464,636406,464,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,662,962246,662,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,646,896060,646,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,666,867847,666,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,666,890968,666,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,646,893000,646,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,666,916425,666,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,646,931698,646,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,666,906242,666,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,669,1000000,669,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,514,709013,514,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,917,1221900,917,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,517,701574,517,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,474,645795,474,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,685,949009,685,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,401,590263,401,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,860,1110000,860,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,514,661862,514,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,927,1364455,927,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,474,617162,474,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,917,1226991,917,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,401,611968,401,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,860,1152659,860,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,514,680191,514,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,474,661862,474,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,401,585494,401,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,474,665935,474,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,917,1264666,917,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,401,593640,401,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,731,983324,731,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,474,639410,474,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,401,621132,401,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,778,797110,778,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,499735,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,509875,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,756355,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,817475,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,725832,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,527273,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,730923,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,965000,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,770,822441,770,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,585493,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,522182,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,781836,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,766562,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,751163,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,537331,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,741106,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,998260,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,770,835000,770,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,537431,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,557696,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,792018,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,817475,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,802201,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,547513,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,748413,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1026216,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,770,883661,770,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,547638,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,603517,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,842806,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,848022,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,753505,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,603642,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,792018,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1046581,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,768,870603,768,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,588243,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,624007,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,853113,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,794360,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,781836,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,802201,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1075000,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,770,883661,770,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,598551,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,623882,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,863171,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,868387,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,868387,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,812383,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,970,1065000,970,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,770,858205,770,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,473,624007,473,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,484,634190,484,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,873478,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,878570,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,888752,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,634190,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,822566,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,739,919300,739,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,710,898810,710,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,498,620000,498,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,699,842931,699,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,631,778961,631,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,635,778961,635,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,929,1252447,929,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,631,784052,631,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,635,804417,635,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,570220,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,635,799326,635,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,556982,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,635,913083,635,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,595676,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,595676,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,582439,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,410,639461,410,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,687318,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,668000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,707683,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,712775,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,705000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,707683,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,720000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,690000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,728000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,720000,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,736661,623,1
Queens,13 CONDOS - ELEVATOR APARTMENTS,0,623,723000,623,1
Queens,44 CONDO PARKING,1,153,101400,153,0
Queens,44 CONDO PARKING,1,153,101400,153,0
Queens,44 CONDO PARKING,1,153,101400,153,0
Queens,01 ONE FAMILY DWELLINGS,0,928,570000,912,1
Queens,01 ONE FAMILY DWELLINGS,0,914,342000,638,1
Queens,44 CONDO PARKING,1,180,3588515,180,0
Queens,44 CONDO PARKING,1,180,3588515,180,0
Queens,22 STORE BUILDINGS,3,650,430000,942,0
Queens,01 ONE FAMILY DWELLINGS,1,780,290000,837,1
Queens,01 ONE FAMILY DWELLINGS,0,840,277075,953,1
Queens,01 ONE FAMILY DWELLINGS,0,840,278250,953,1
Queens,01 ONE FAMILY DWELLINGS,0,876,450000,507,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,225000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,244000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,240000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,270000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,260000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,265000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,340000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,239000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,265000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,249900,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,212940,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,248000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,379000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,337900,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,332000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,287000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,345000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,233000,900,1
Staten Island,01 ONE FAMILY DWELLINGS,0,832,240000,592,1
Staten Island,01 ONE FAMILY DWELLINGS,0,600,383000,618,1
Staten Island,01 ONE FAMILY DWELLINGS,0,480,360000,380,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,360000,576,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,310000,630,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,360000,819,1
Staten Island,01 ONE FAMILY DWELLINGS,0,938,445000,702,1
Staten Island,01 ONE FAMILY DWELLINGS,0,948,263640,648,1
Staten Island,01 ONE FAMILY DWELLINGS,0,600,465000,992,1
Staten Island,01 ONE FAMILY DWELLINGS,0,968,325000,798,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,403814,480,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,183500,880,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,262584,880,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,197628,880,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,299900,975,1
Staten Island,01 ONE FAMILY DWELLINGS,0,375,159045,750,1
Staten Island,01 ONE FAMILY DWELLINGS,0,678,183285,600,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,307000,752,1
Staten Island,01 ONE FAMILY DWELLINGS,0,432,225500,880,1
Staten Island,01 ONE FAMILY DWELLINGS,0,800,196875,689,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,419000,868,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,288990,868,1
Staten Island,12 CONDOS - WALKUP APARTMENTS,0,664,249000,644,1
Staten Island,12 CONDOS - WALKUP APARTMENTS,0,964,293000,943,1
Staten Island,12 CONDOS - WALKUP APARTMENTS,0,596,152000,690,1
Staten Island,01 ONE FAMILY DWELLINGS,0,792,360000,925,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,596506,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,257125,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,380000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,295000,940,1
Staten Island,01 ONE FAMILY DWELLINGS,0,768,290960,784,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,831,153000,831,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,831,255000,831,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,865,180000,856,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,869,245000,870,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,851,217503,866,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,830,246000,851,1
Staten Island,13 CONDOS - ELEVATOR APARTMENTS,0,453,160000,552,1
Staten Island,44 CONDO PARKING,1,153,245000,144,0
Staten Island,01 ONE FAMILY DWELLINGS,0,960,400000,720,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,440000,720,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,390000,916,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,200010,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,313000,574,1
